key_id,max_floor_avg_100,max_floor_avg_250,max_floor_avg_500,max_floor_avg_1000,max_floor_avg_2000,max_floor_avg_5000,max_floor_max_100,max_floor_max_250,max_floor_max_500,max_floor_max_1000,max_floor_max_2000,max_floor_max_5000,max_floor_min_100,max_floor_min_250,max_floor_min_500,max_floor_min_1000,max_floor_min_2000,max_floor_min_5000,max_floor_med_100,max_floor_med_250,max_floor_med_500,max_floor_med_1000,max_floor_med_2000,max_floor_med_5000,max_floor_mod_100,max_floor_mod_250,max_floor_mod_500,max_floor_mod_1000,max_floor_mod_2000,max_floor_mod_5000,max_floor_sd_100,max_floor_sd_250,max_floor_sd_500,max_floor_sd_1000,max_floor_sd_2000,max_floor_sd_5000,max_floor_NA_100,max_floor_NA_250,max_floor_NA_500,max_floor_NA_1000,max_floor_NA_2000,max_floor_NA_5000,build_year_avg_100,build_year_avg_250,build_year_avg_500,build_year_avg_1000,build_year_avg_2000,build_year_avg_5000,build_year_max_100,build_year_max_250,build_year_max_500,build_year_max_1000,build_year_max_2000,build_year_max_5000,build_year_min_100,build_year_min_250,build_year_min_500,build_year_min_1000,build_year_min_2000,build_year_min_5000,build_year_med_100,build_year_med_250,build_year_med_500,build_year_med_1000,build_year_med_2000,build_year_med_5000,build_year_mod_100,build_year_mod_250,build_year_mod_500,build_year_mod_1000,build_year_mod_2000,build_year_mod_5000,build_year_sd_100,build_year_sd_250,build_year_sd_500,build_year_sd_1000,build_year_sd_2000,build_year_sd_5000,build_year_NA_100,build_year_NA_250,build_year_NA_500,build_year_NA_1000,build_year_NA_2000,build_year_NA_5000,full_sq_avg_100,full_sq_avg_250,full_sq_avg_500,full_sq_avg_1000,full_sq_avg_2000,full_sq_avg_5000,full_sq_max_100,full_sq_max_250,full_sq_max_500,full_sq_max_1000,full_sq_max_2000,full_sq_max_5000,full_sq_min_100,full_sq_min_250,full_sq_min_500,full_sq_min_1000,full_sq_min_2000,full_sq_min_5000,full_sq_med_100,full_sq_med_250,full_sq_med_500,full_sq_med_1000,full_sq_med_2000,full_sq_med_5000,full_sq_mod_100,full_sq_mod_250,full_sq_mod_500,full_sq_mod_1000,full_sq_mod_2000,full_sq_mod_5000,full_sq_sd_100,full_sq_sd_250,full_sq_sd_500,full_sq_sd_1000,full_sq_sd_2000,full_sq_sd_5000,full_sq_NA_100,full_sq_NA_250,full_sq_NA_500,full_sq_NA_1000,full_sq_NA_2000,full_sq_NA_5000,count.clean_100,count.clean_250,count.clean_500,count.clean_1000,count.clean_2000,count.clean_5000,count.all_100,count.all_250,count.all_500,count.all_1000,count.all_2000,count.all_5000
876,16,15.6,12.0882352941176,12,13.2851851851852,13.3153390388413,16,16,16,22,23,32,16,12,9,9,8,3,16,16,12,12,12,12,16,16,12,12,12,12,0,1.26491106406735,2.71212370168878,2.67407646328725,3.71425503782724,4.3047567372379,1,1,5,40,80,556,1979,1979.9,1977.15151515152,1977.7397260274,1979.99628252788,1983.95400788436,1979,1982,1982,2013,2013,2018,1979,1976,1974,1974,1965,1942,1979,1981,1976,1976,1977,1979,1979,1981.5,1974,1974,1974,1975,0,2.33095116493961,3.06309904468918,6.04928584502057,8.91941457036778,14.6149973082264,1,1,6,41,81,553,53.6,46.0818181818182,45.525641025641,47.7780748663102,50.7228571428571,50.3729927710843,54.8,55.1,100.1,100.1,100.1,219.6,53,35,32,30,30,10,53,53,42,45,51,47,53,53.8166666666667,36.05,38.1691489361702,44.4862857142857,39.1792967244701,1.03923048454132,8.93966645706854,13.1634805417492,11.9050500053034,14.0635741505438,15.8470928452674,0,0,0,0,0,0,3,11,39,187,350,2075,3,19,85,499,944,8925
899,13,11.4666666666667,11.4186046511628,12.8467741935484,13.4866666666667,13.2851267991775,16,16,16,22,24,32,12,9,9,9,9,3,12,12,12,12,12,12,12,12,12,12,12,12,2,1.84648959096005,2.18471484615853,3.55684238067343,3.56166258322496,4.28585794932892,0,5,9,41,91,496,1981.75,1976.66666666667,1975.97619047619,1977.50806451613,1978.95652173913,1983.45813148789,1983,1983,1983,2002,2013,2016,1978,1974,1974,1974,1972,1942,1983,1975,1975,1975,1977,1979,1983,1975,1974,1974,1974,1975,2.5,3.39467369916602,2.80668275022221,5.66618262075436,6.47256336019255,13.8641688516365,0,5,10,41,92,510,58.55,51.72,52.7519230769231,50.0369696969697,50.8450127877238,49.8598772378517,66,66,100.1,100.1,100.1,219.6,53,32,30,30,30,10,57.6,53,53,47,52,46.1,53.1,54.35,58.0538461538462,39.1012048192771,44.3836734693878,39.0106850715746,6.50205095847969,9.68398569533064,13.2288972223484,14.3930548302519,13.7963454632327,15.509639413085,0,0,0,0,0,0,4,20,52,165,391,1955,10,56,148,449,1113,7345
904,22,22,16.5357142857143,14.7549019607843,13.6014760147601,13.4757347915243,22,22,22,22,24,32,22,22,9,9,9,2,22,22,16,16,12,12,22,22,16,16,12,12,0,0,4.27293066968521,4.04292873577687,3.65906252393317,4.32604878319965,6,6,15,36,96,480,1983,1983,1980.42857142857,1978.61764705882,1978.66051660517,1984.43154968728,1983,1983,1988,2006,2010,2018,1983,1983,1974,1974,1972,1957,1983,1983,1980,1977.5,1977,1979,1983,1983,1983,1974,1974,1975,0,0,3.74589722653279,4.82781568722779,6.52935466372621,14.8534568087172,6,6,15,36,96,504,69.8,66.8181818181818,58.153488372093,53.5775362318841,50.1852861035422,50.0577200205867,98,98,98,98,100.1,219.6,38,37,35.7,30,29,10,77,77,54,53,51,46,89.6,91,43.4954545454545,44.5753623188406,44.2059782608696,39.1229115226337,28.5376943707791,28.8229706373864,19.7173521456804,15.786976144384,13.7651536511901,15.5703456825927,0,0,0,0,0,0,10,11,43,138,367,1943,50,51,163,412,1071,9635
921,16,13.5714285714286,12.4571428571429,12.047619047619,13.1824817518248,13.3508887425938,16,16,16,22,22,32,16,9,9,9,9,3,16,14,12,12,12,12,16,16,12,12,12,12,NA,2.70936511763537,2.57068149745248,2.72062979547352,3.50973315016684,4.31056980635578,1,1,5,40,84,539,1979,1978.76923076923,1976.79411764706,1977.61643835616,1979.58974358974,1984.09658344284,1979,1982,1982,2013,2013,2018,1979,1974,1974,1974,1966,1942,1979,1979,1975.5,1975,1977,1979,1979,1980.5,1974,1974,1974,1975,NA,2.89118909083691,2.93132932679073,6.08135678370021,8.12269227001884,14.6128833269872,1,2,6,41,85,536,53,52.3333333333333,48.0475,47.8882352941176,50.8245810055866,50.2433965014577,53,100.1,100.1,100.1,100.1,219.6,53,35,32,30,30,10,53,53,49,45.5,51.1,47,53,56.8625,50.415,38.3265957446809,44.5368715083799,39.1586588921283,0,16.553793983196,12.9048587053531,11.8927090065397,13.8946096884864,15.7191581885223,0,0,0,0,0,0,2,15,40,187,358,2058,2,33,86,495,960,8770
934,12,11.2857142857143,11.4210526315789,13.3504273504274,13.4885245901639,13.3242692046227,12,16,16,22,24,32,12,9,9,9,9,3,12,12,12,12,12,12,12,10.5,12,12,12,12,0,2.46291170485953,2.28546025818644,4.05419374040792,3.5588149620943,4.26138519759825,0,3,11,44,99,496,1975,1976.64285714286,1975.73684210526,1978.16239316239,1979.07236842105,1983.71007539411,1975,1983,1983,2002,2013,2016,1975,1974,1974,1974,1972,1955,1975,1975,1975,1975,1977,1979,1975,1975,1974.5,1974,1974,1975,0,3.58645191835013,2.72807436815407,6.14754964495564,6.83912446260288,13.9697488641581,0,3,11,44,100,508,57.1,53.5352941176471,51.230612244898,51.472049689441,50.4920792079208,49.8312455516014,65,73,80,100.1,100.1,219.6,52.3,30,30,30,30,10,54,53.2,53,51,51,46.1,53.15,56.5,57.548,44.1901234567901,44.0282178217822,38.9901930894309,6.89420046125727,11.4450284608903,11.9361705905766,14.9254196389085,13.8374966766604,15.5258018477456,0,0,0,0,0,0,3,17,49,161,404,1967,9,49,139,457,1152,7409
935,16,15.6,12.0909090909091,12.0335570469799,13.280442804428,13.3545868575146,16,16,16,22,23,32,16,12,9,9,8,3,16,16,12,12,12,12,16,16,12,12,12,12,0,1.26491106406735,2.75412913145467,2.68734800294889,3.70819230536503,4.33476665217536,0,1,4,41,82,560,1979,1979.9,1977.1875,1977.73648648649,1979.9962962963,1984.0987012987,1979,1982,1982,2013,2013,2018,1979,1976,1974,1974,1965,1942,1979,1981,1976,1976,1977,1979,1979,1981.5,1974,1974,1974,1975,0,2.33095116493961,3.10501675233131,6.01513000123762,8.90282029920361,14.7217863204275,0,1,5,42,83,557,53.9,46.0818181818182,45.3513513513514,47.8078947368421,50.6940509915014,50.3401812112542,54.8,55.1,100.1,100.1,100.1,219.6,53,35,32,30,30,10,53.9,53,42,45.25,51,47,53,53.8166666666667,35.7368421052632,38.1673684210526,44.4468926553672,39.1779885605338,1.27279220613578,8.93966645706854,13.4799155458453,11.8903762957473,14.0447233608029,15.8175058701389,0,0,0,0,0,0,2,11,37,190,353,2097,2,19,83,502,949,9065
956,9,11.125,12.5675675675676,12.0285714285714,12.7751677852349,13.1632010081916,9,16,22,22,23,32,9,9,9,9,5,2,9,9,12,12,12,12,9,9,10.5,12,12,12,0,3.18198051533946,3.25354969004403,2.70134276744969,3.33229086810647,4.42570239642125,1,2,7,22,89,601,1978,1979.25,1980.83783783784,1978.56310679612,1982.06802721088,1983.75423197492,1978,1982,2013,2013,2014,2018,1978,1978,1974,1974,1965,1942,1978,1978,1980,1977,1977,1979,1978,1978,1982,1974,1974,1975,0,1.75254916376933,7.70466494157026,5.45870397408745,13.4096190140379,15.2736571946351,1,2,7,24,93,593,37.82,43.78,47.8863636363636,47.9496062992126,48.9276485788114,50.3629524680073,45,65.3,90,100.1,100.1,134,36,36,32,32,26,10,36,37.3,44.5,46,46,46.9,36,36.14,36.95,37.971875,38.7422680412371,39.2734003656307,4.01397558537667,10.6250019607841,13.0074860540417,12.1089424781443,13.2109718649733,15.5587116981457,0,0,0,0,0,0,5,10,44,127,387,2188,25,32,132,321,1059,11014
958,13,11.1764705882353,11.4210526315789,13.2936507936508,13.54,13.3061224489796,16,16,16,22,24,32,12,9,9,9,9,3,12,12,12,12,12,12,12,12,12,12,12,12,2,1.9116515803634,2.28546025818644,3.94982016870127,3.56521657557703,4.27622210509975,0,4,9,46,94,497,1981.75,1976.35294117647,1975.73684210526,1977.98412698413,1979.11705685619,1983.6135895676,1983,1983,1983,2002,2013,2016,1978,1974,1974,1974,1972,1955,1983,1975,1975,1975,1977,1979,1983,1975,1974.5,1974,1974,1975,2.5,3.29661145099381,2.72807436815407,5.99997883594151,6.88713005803969,13.8843696936599,0,4,9,46,95,510,58.55,50.447619047619,52.0276595744681,50.6046511627907,50.6959390862944,49.8990645653279,66,66,80,100.1,100.1,219.6,53,30,30,30,30,10,57.6,53,53,47,51,46.2,53.1,55.8636363636364,57.7791666666667,39.2116279069767,44.0106598984772,39.0010670731707,6.50205095847969,10.5871912728362,11.4726840445442,14.8758559199558,13.8765177289285,15.5370217939356,0,0,0,0,0,0,4,21,47,172,394,1967,10,59,131,480,1122,7383
964,9,10.6923076923077,12.5909090909091,11.8689655172414,13.5779220779221,13.3204013377926,9,16,16,22,24,32,9,9,9,9,9,3,9,9,12,12,12,12,9,9,12,12,12,12,0,2.17503315624595,2.63534280739216,2.61739685250917,3.5692907853691,4.30493690621953,0,2,8,44,89,525,1974,1975.75,1976.6976744186,1977.39583333333,1979.93159609121,1983.99397993311,1974,1980,1982,2013,2013,2018,1974,1974,1974,1974,1966,1942,1974,1974,1975,1975,1978,1979,1974,1974,1974,1974,1974,1975,0,2.49089250160368,2.88291257916225,6.38641340846145,8.55958804173236,14.5316196306292,0,3,9,45,90,525,51.5,52.2066666666667,47.9403846153846,47.7507936507937,50.9901763224181,50.1695099009901,58,100.1,100.1,100.1,100.1,219.6,45,35,32,30,30,10,51.5,52,45.5,45.5,52,47,45,46,37.9807692307692,38.1905263157895,44.3663316582915,39.1982772277228,9.19238815542512,16.4576715358204,12.9915245315202,11.9355655681077,13.9094502871991,15.6735717094463,0,0,0,0,0,0,2,15,52,189,397,2020,2,39,122,509,1149,8584
1005,9,10.6875,12.25,11.7928571428571,13.5779220779221,13.2684246112238,9,12,16,17,24,32,9,9,9,9,9,3,9,12,12,12,12,12,9,12,12,12,12,12,0,1.53704261489394,2.51379174478918,2.52041000596134,3.5692907853691,4.26985812205818,0,3,10,44,89,504,1974,1975.53333333333,1976.70212765957,1977.13571428571,1979.93159609121,1983.3960463531,1974,1980,1983,2013,2013,2017,1974,1974,1974,1974,1966,1942,1974,1975,1975,1975,1978,1979,1974,1974,1974,1974,1974,1975,0,2.2318047362958,3.16856086944038,5.88280106811276,8.55958804173236,13.9228261023849,0,4,11,44,90,516,51.5,53.6842105263158,50.4965517241379,47.5701086956522,50.9901763224181,49.9598436712052,58,100.1,100.1,100.1,100.1,219.6,45,35,32,30,30,10,51.5,53,52,45,52,46.9,45,48.1,48.7620689655172,37.9304347826087,44.3663316582915,39.1309072580645,9.19238815542512,14.3931412353205,12.3195603350182,12.0517521565441,13.9094502871991,15.5270570629171,0,0,0,0,0,0,2,19,58,184,397,1983,2,49,154,486,1149,7357
1061,12,11,12.1428571428571,12.2564102564103,12.8195266272189,13.0771175726928,12,12,22,22,23,32,12,9,9,9,5,2,12,12,12,12,12,12,12,12,9,12,12,12,0,1.73205080756888,3.60951124510943,2.80739236328873,3.2756593212517,4.38260257707641,0,0,5,16,101,595,1982,1980.66666666667,1980.95238095238,1979.45454545455,1982.58805970149,1983.39119496855,1982,1982,2009,2013,2014,2018,1982,1978,1977,1974,1964,1942,1982,1982,1980,1978,1977,1978,1982,1982,1980,1982,1974,1975,0,2.3094010767585,6.71175230827383,5.84119998158601,14.0830675328264,15.2026933772173,0,0,5,17,104,587,65.15,55.6333333333333,48.9230769230769,47.5042553191489,49.1248291571754,50.447652733119,65.3,65.3,65.3,90,100.1,134,65,36.6,35.2,32,26,10,65.15,65,52,46,46,47,65,65.15,58.4461538461538,37.7212765957447,38.4363636363636,39.2594123048668,0.212132034355962,16.4840326781202,11.8199596511091,11.4079006285695,13.617573537385,15.7267996332019,0,0,0,0,0,0,2,3,26,94,439,2177,2,3,78,244,1211,10967
1063,12,11.2222222222222,12,12.3488372093023,12.8403614457831,13.0847564832385,12,16,22,22,23,32,12,9,9,9,5,2,12,9,12,12,12,12,12,9,12,12,12,12,0,2.99072640748773,3.16227766016838,2.80238319527994,3.30729266367857,4.3966790280247,0,1,6,18,100,596,1982,1979.55555555556,1980.85714285714,1979.29411764706,1982.66565349544,1983.43360604154,1982,1982,2009,2013,2014,2018,1982,1978,1977,1974,1964,1942,1982,1978,1980,1978,1977,1979,1982,1978,1982,1982,1974,1975,0,1.87823794493077,5.82277956862201,5.70885596372564,14.0672624059936,15.218274292497,0,1,6,19,103,588,65.15,46.48,46.6176470588235,47.3644230769231,49.2240740740741,50.4410381258613,65.3,65.3,65.3,90,100.1,134,65,36,33,32,26,10,65.15,40.8,40.5,46,45.75,47,65,36.14,36.7,37.4403846153846,38.4537037037037,39.2703397612488,0.212132034355962,12.2927078655057,11.3870865347746,11.4837911796629,13.7286539331373,15.7199869039397,0,0,0,0,0,0,2,10,34,104,432,2177,2,32,104,254,1200,10949
1072,12,12.6428571428571,11.2307692307692,12.0298507462687,13.5416666666667,13.2654867256637,12,16,16,22,24,32,12,9,9,9,9,3,12,12,12,12,12,12,12,12,12,12,12,12,0,1.98483259736443,2.12007569801392,2.84681671188885,3.53278550425556,4.25646328359577,0,2,15,40,92,499,1975,1977.14285714286,1975.70588235294,1976.85820895522,1979.81993569132,1983.47422680412,1975,1983,1983,2002,2013,2016,1975,1974,1974,1974,1972,1942,1975,1975,1975,1975,1978,1979,1975,1975,1974,1974,1974,1975,0,3.34795328653062,2.63282447304836,5.20721446479067,8.12878525200847,13.9017673637467,0,2,16,40,93,513,54.975,50.4625,50.2432835820896,48.0402298850575,51.1153465346535,49.8717784552846,67.5,67.5,100.1,100.1,100.1,219.6,46,32,30,30,30,10,53.2,53,52,46.1,52,46.05,53.2,54.7,47.9970588235294,38.2298850574713,44.4376237623762,39.0189532520325,9.01494130134338,10.3997355735615,12.418561668052,12.1080344965156,13.8893004548564,15.5578914497655,0,0,0,0,0,0,4,16,67,174,404,1968,10,36,189,446,1170,7344
1084,16,11,13.1707317073171,13.7264957264957,13.604501607717,13.3744201457919,16,16,22,22,24,32,16,9,9,9,9,2,16,10.5,12,12,12,12,16,9,12,12,12,12,NA,2.50713268211203,4.60924309960101,4.26215084852531,3.59675198358867,4.3287831783069,0,2,16,42,106,502,1975,1974.75,1977.46341463415,1977.88888888889,1979.27009646302,1984.46837146703,1975,1975,1988,2002,2013,2018,1975,1974,1974,1974,1972,1957,1975,1975,1975,1976,1977,1979,1975,1975,1974,1974,1974,1975,NA,0.462910049886276,4.46148832216117,4.72844980388845,7.08549447294603,14.7213858377008,0,2,16,42,106,525,73,51.09,53.7210526315789,53.2333333333333,50.2892086330935,49.9085280954749,73,73,98,100.1,100.1,219.6,73,30,30,30,29,10,73,52.65,53,53,50,46,73,50.06,56.3620689655172,44.88625,44.2703349282297,39.0350596421471,NA,13.4171076532082,17.2859949178736,15.7479581423754,13.8095738667726,15.6022351033587,0,0,0,0,0,0,1,10,57,159,417,2011,1,30,189,461,1193,9805
1088,NA,12,11.1836734693878,12.984126984127,13.5357142857143,13.2609280430397,-Inf,16,16,22,24,32,Inf,9,9,9,9,3,NA,12,12,12,12,12,NA,12,12,12,12,12,NA,2.10262993215139,2.17632593097246,3.75868940346845,3.53880633864955,4.25631981382243,1,7,12,43,93,505,NA,1976.3,1975.75,1977.5873015873,1979.38762214984,1983.48744059742,-Inf,1983,1983,2002,2013,2016,Inf,1974,1974,1974,1972,1942,NA,1975,1975,1975,1977,1979,NA,1975,1974,1974,1974,1975,NA,3.07964454544933,2.69356996362377,5.70090496853942,7.39565164685299,13.9151157657352,1,7,13,43,94,519,32,51.4518518518518,51.5803278688525,49.9307692307692,50.9945137157107,49.8275903614458,32,67.5,100.1,100.1,100.1,219.6,32,32,30,30,30,10,32,53,52.3,47,52,46,32,48.7214285714286,45.4677419354839,39.0752941176471,44.3258706467662,39.0038654618474,NA,10.4200756814899,12.924483479971,14.4816673928174,13.8832964322396,15.5715368069518,0,0,0,0,0,0,1,27,61,169,401,1992,1,85,175,453,1151,7430
1094,14,11.3076923076923,12.1764705882353,11.9664429530201,13.3702422145329,13.3492167101828,16,16,16,22,24,32,12,9,9,9,8,3,14,9,12,12,12,12,14,9,12,12,12,12,2.82842712474619,2.95478751025674,2.65684465662029,2.6417032470946,3.6927970819354,4.30879957702135,0,2,7,42,86,544,1976,1975.07692307692,1976.51515151515,1977.55405405405,1979.90625,1984.16166883964,1976,1979,1982,2013,2013,2018,1976,1974,1974,1974,1965,1942,1976,1974,1975,1975,1977.5,1979,1976,1974,1974,1974,1974,1975,0,1.89127551586835,3.02201518155944,6.05561951170379,8.62951517931136,14.6919200723652,0,2,8,43,87,542,44,48.6533333333333,48.8073170731707,48.3361256544503,50.9536,50.252605973025,53,59,100.1,100.1,100.1,219.6,35,35,32,30,30,10,44,52,52,47,51.6,47,35,53.6,49.747619047619,38.9239583333333,44.6239361702128,39.1557418111753,12.7279220613579,7.73137085115539,12.7554770636755,11.8561733271353,14.0410925424661,15.7309840714507,0,0,0,0,0,0,2,15,41,191,375,2076,2,29,99,501,1025,8814
1129,9,11.7142857142857,11.4047619047619,13.2950819672131,13.5064102564103,13.2409240924092,9,16,16,22,24,32,9,9,9,9,9,3,9,12,12,12,12,12,9,12,12,12,12,12,0,2.23926008187654,2.20928775422134,4.03023392998669,3.54120766159387,4.2737457472573,3,6,13,40,100,511,1974.5,1976.14285714286,1975.64285714286,1977.43442622951,1979.12540192926,1983.51930758988,1975,1983,1983,2002,2013,2016,1974,1974,1974,1974,1972,1942,1974.5,1975,1975,1975,1977,1979,1974.5,1975,1975,1974,1974,1975,0.577350269189626,3.07059789431495,2.61161970648278,4.76208806364581,6.82219086103455,13.9600872977818,3,6,13,40,101,524,50.6571428571429,50.5777777777778,50.8418181818182,51.0771604938272,50.7543689320388,49.7400592300099,61,66,80,100.1,100.1,219.6,32.6,30,30,30,30,10,53,53,53,50.5,51.8,46,58.5,58.4642857142857,58.0964285714286,44.0308641975309,44.1635922330097,39.0067620927937,10.8146285408326,11.0582490383818,11.7944539840191,14.5828848660874,13.780941928186,15.4500910444062,0,0,0,0,0,0,7,27,55,162,412,2026,25,87,153,436,1202,7630
1133,22,20.6666666666667,16.8275862068966,14.7641509433962,13.7153284671533,13.4516556291391,22,22,22,24,24,32,22,16,9,9,9,2,22,22,16,16,12,12,22,22,16,16,12,12,NA,2.64575131106459,4.00953297527318,4.0930879873559,3.64334689971198,4.30312436471019,0,7,16,40,100,496,1983,1984.11111111111,1980.20689655172,1978.47169811321,1978.91605839416,1984.5464333782,1983,1988,1988,2006,2010,2018,1983,1983,1974,1974,1972,1957,1983,1983,1980,1977,1977,1979,1983,1983,1983,1974,1974,1975,NA,2.20479275922049,3.86725548996062,4.75936679896013,6.87541389844756,14.9632613186713,0,7,16,40,100,520,37,57.825,55.74,53.6191780821918,50.296256684492,50.0553090727817,37,98,98,98,100.1,219.6,37,37,32,30,29,10,37,38,52,53,51,46,37,37.65,40.9608695652174,45.0027397260274,44.0625668449198,39.1091425722831,NA,27.276180084462,20.6431080288533,15.4369387490034,13.7983286433353,15.6317991899334,0,0,0,0,0,0,1,16,45,146,374,2006,1,64,151,432,1080,9850
1137,9,11.4117647058824,11.4761904761905,13.5079365079365,13.4574132492114,13.315963060686,9,16,16,22,24,32,9,9,9,9,9,3,9,12,12,12,12,12,9,12,12,12,12,12,0,2.23771154110097,2.17791683012265,4.12939904924875,3.55190939864082,4.28210288042015,3,4,11,45,105,515,1974.33333333333,1976.35294117647,1975.54761904762,1977.57936507937,1979.09148264984,1983.82435129741,1975,1983,1983,2002,2013,2016,1974,1974,1974,1974,1972,1955,1974,1975,1975,1975,1977,1979,1974,1975,1974.5,1974,1974,1975,0.516397779494322,3.29661145099381,2.49098257577187,4.75201544543479,6.76372187144671,14.0680680423344,3,4,11,45,105,528,47.9555555555556,51.4,52.222641509434,51.4520467836257,50.5331753554502,49.7325750861645,61,73,80,100.1,100.1,219.6,30,30,30,30,30,10,47,53,53,51,51,46,56.2,52.1363636363636,58.5444444444444,43.9162790697674,44.2924170616114,38.9316437007874,11.5981799338421,11.672232005919,11.6030440553237,15.0513252853314,13.7729929149826,15.4829818450433,0,0,0,0,0,0,9,21,53,171,422,2031,29,59,149,479,1234,7669
1143,14,11.5,11.9,12.0196078431373,13.3,13.3566838046272,16,16,16,22,23,32,12,9,9,9,8,3,14,10.5,12,12,12,12,14,9,12,12,12,12,2.82842712474619,3,2.58992129372541,2.6469212210537,3.73532972735246,4.33478716147932,0,2,7,42,96,567,1976,1975.16666666667,1976.58974358974,1977.66447368421,1980.17204301075,1984.23363286264,1976,1979,1982,2013,2013,2018,1976,1974,1974,1974,1965,1942,1976,1974,1975,1975.5,1977,1979,1976,1974,1974,1974,1974,1975,0,1.94624736040381,3.02374766350032,5.99331203301903,9.12182573851851,14.822931722212,0,2,8,43,97,565,44,47.9857142857143,47.5127659574468,47.9364102564103,50.9784574468085,50.3204239284032,53,59,100.1,100.1,100.1,219.6,35,35,32,30,30,10,44,52,46,46,51.1,47,35,52.9714285714286,49.825,38.4683673469388,44.3186170212766,39.1744915254237,12.7279220613579,7.56122264664174,12.6505304412121,11.7196705486531,14.1761861824981,15.8113693632054,0,0,0,0,0,0,2,14,47,195,376,2123,2,28,113,513,1072,9105
1164,9,10.9230769230769,11.5,13.5666666666667,13.459375,13.2912234042553,9,16,16,22,24,32,9,9,9,9,3,3,9,12,12,12,12,12,9,10.5,12,12,12,12,0,2.13937445925744,2.12952664245607,4.19029156710687,3.65154318517923,4.27563647870443,2,3,12,43,105,504,1974.5,1976.53846153846,1975.47727272727,1977.55833333333,1979.06875,1983.82830315225,1975,1983,1983,2002,2013,2016,1974,1974,1974,1974,1960,1955,1974.5,1975,1975,1975,1977,1979,1974.5,1975,1974,1974,1974,1975,0.577350269189626,3.71069141390533,2.45412454303511,4.80859844940488,6.95405600957643,14.1579784134727,2,3,12,43,105,517,44.4333333333333,52.75625,52.4964285714286,51.8638036809816,50.2590588235294,49.7056075697211,60,73,80,100.1,100.1,219.6,30,30,30,30,29,10,45.5,53.1,53,52,50,46,48,55.8125,59.0607142857143,44.1304878048781,44.2582159624413,38.9312250996016,11.5830335692627,11.3453055636829,11.4698175349791,15.2059110585889,13.8034200389786,15.5263480104141,0,0,0,0,0,0,6,16,56,163,425,2008,20,48,158,461,1233,7488
1167,11,12.3636363636364,13.0789473684211,11.8925619834711,13.2569444444444,13.2735095267363,12,16,22,22,23,32,9,9,9,9,8,2,12,12,12,12,12,12,12,12.5,16,12,12,12,1.73205080756888,3.13919503289386,3.33192241358169,2.66083211575052,3.73466019850489,4.45996874355442,0,1,5,31,92,608,1980,1976.72727272727,1979.18421052632,1977.88333333333,1981.52631578947,1984.30048959608,1980,1980,2009,2013,2014,2018,1980,1974,1974,1974,1965,1942,1980,1976,1978,1977,1977,1979,1980,1976,1982,1974,1974,1975,0,2.41209075662211,5.70848237113051,5.25993790635512,11.9380815442124,15.5010115547749,0,1,5,32,95,601,34.6666666666667,41.6666666666667,43.9697674418605,47.9013157894737,49.6786842105263,50.4520313199105,38,65,65.3,100.1,100.1,134,33,32,32,32,26,10,33,36.5,39,45,47,47,33,32.8333333333333,35.7590909090909,37.9434210526316,38.6884210526316,39.2744633273703,2.88675134594813,12.3312856613009,10.2531188027216,11.9722636788112,14.0542651055567,15.5677265353606,0,0,0,0,0,0,3,12,43,152,380,2235,9,34,117,396,1036,11475
1190,9,10.7857142857143,11.8604651162791,11.8835616438356,13.5605095541401,13.3014416775885,9,16,16,22,24,32,9,9,9,9,9,3,9,10.5,12,12,12,12,9,9,12,12,12,12,0,2.11872862561749,2.24225009595312,2.63009184046437,3.53953044595801,4.29710820247866,1,1,12,46,91,535,1974,1974.5,1975.45238095238,1977.24657534247,1980.06709265176,1984.07273918742,1974,1976,1981,2009,2013,2018,1974,1974,1974,1974,1966,1942,1974,1974,1975,1975,1978,1979,1974,1974,1974,1974,1974,1975,0,0.75955452531275,1.99024916876623,5.70729919076484,8.71294186502534,14.583730570207,1,1,13,46,92,535,45.5,49.06,49.4727272727273,47.7213541666667,51.0520987654321,50.0377535177099,59,67.5,100.1,100.1,100.1,219.6,35,35,32,30,30,10,42.5,52,50,45.75,52,46.7,42.3333333333333,49.675,48.4607142857143,38.2177083333333,44.3384236453202,39.1358486905917,8.54985379991962,9.03784108228129,12.9131637478891,11.6106699546312,13.9121759759665,15.6997848092789,0,0,0,0,0,0,6,15,55,192,405,2061,18,35,141,510,1183,8801
