order_id,products
1777357,24852 34358 31717 13176 10749
833744,42633 27020 24852 3999 9387 15424 39108 25043 35173
440529,49191 49520
3324114,26209 21872
2799828,21903 21137 7781 21616
571607,16900 19207 5258 27020 49054 18978 10275 47141 9644 32047 22831 19508 12218 16189 12481 6338 3800 36064 23909 13176 5884 13951
47321,49235 5876 30489 27966 5479 13176
1882331,24852 27579 47931 18523
964832,40199 1354 3988 24852
1489121,37646 40852 24852 48291 18352 31040 19660 16589 28797 13176
3324131,48647 16290 8615 28199 33198 18606 37188 45645 44375 44632 13176
440549,33120
571622,11520 36481 24964 7615 9808
2105041,49667 33540 3717 43908 5115 47626 44683 31883 35469 37011 24852 32030 3240 2344 36011 32429 25396 26298 12614 21195 16349 26209 26856 39275 12916 39928 29307
1095913,None
2930922,24852 44632 46189 28916 11512
1580754,38789 40199 28427 3856 30740 26910 34986 43693 48440 46656 196 8645 45793 22754 10350 12276 40310 21501
313725,None
2144497,45066 4210 6774 21267 24852
178418,27521 21137 5785 30233 22935 2344 27966 5450 27104 21616
1882355,31651 30827 38768 21137 13176
309492,30850 24852 30639 41007 13176
510334,13852 42013 47136 2099 14390 5194 20561 33894 2668 9838 20082 39032 30391 2240 8898 17616 24841 48395 1848 39275 41844 13176 16254 48004 2452 16797 17316 36772 11173 45007
1179997,11281 24852 8475 41787
2799864,43154 13176
1917601,36425 5782 9409 22788 24960 9163
2275578,19616 35652 12899
1755519,3849 24852 47766 30489 6948 22993 27104 39905 3835
1882365,20995 5390 27695 19155 19057 43122 13176
3393920,22556 2078 117 17044 27325 34044 24852 5479
1799211,37131 26509 24852 34234 11516 44142
560716,2120
178437,20995 47626 39468 25138 12341 34358 47672 49235 11352 18531 20600 36011 5818 27845 12492 8912 46807 260 37687 30529 48486 29557 13176 32647 33198 39877 44008
2406664,17794 37646 7314 30391 45007 23165
1620239,47626 49235 32360 28836 32578 45906 25466 5514 21903 2452
2406673,13176 43352 42265 8571 16797
178451,47626 27243 25890 25931 10655
309527,26949
1620248,9866 44048 46235 22565 29095 5162 46522 19779 39369 14168 33894 12911 11123
3193113,24852 43565
3274968,40706 45066 47626 38028 38293 47766 25890 17461 23375 7781 33768 49517
3130529,31474 1940
1882400,3457 37646 42265 46252
2847792,35968 8193 3464 47626 22935 42265 34429 48679 21938 28985 10749 22089 45007 43221 33768 47209 48745
1489186,9804
138971,10326
1886598,11520 47626 39947 1940 22935 12384 26209 35939
1751334,32655 47766 31127 1463
1882408,14233
1095977,36554 29077 28921
1095978,25890 15290 24184
2799915,18465 12341 33572 27966 39928
3324206,29034 43903
1227055,22959
702769,28420 47626 21137 27966 48577 27845 37067 47209 13176
1751346,47766 6046 34262 26209 31717
47411,13575 21288 8048 4724 12341 16797
2432734,24852 6448 10673 13249 14788 25562 32740 4210
833847,40852 27695
1489208,43789 27325 29009 5876
3062074,1 196 46149 21572 13575 13176 45051
309563,24852 35221 13083 30169 4605
2144572,33000 27790 17207 14364
1882429,18818
1620286,48679 49191 47156 5876 6962 10749 13176 21903 22935
2537792,46226 16797 15780 16826 46590
1175635,39475 47672 5450 22935 16797
2799941,35321
440646,26665 1090 1094 48205 32338 49235 25686 43693 5819 40134 31964 3308 24852 22303 23913 5994 8555 41844 42356 19835 29095 32689 28083 10193 8153 42972 30183
3324231,4210 48805 25804 36606 24852 6975 41319 35193 3990 30661
2537800,10769 23082 42251 24852 20942
2476428,None
1489226,34969 29996 6336 27845 5450 30415 36695 44632 38754 22638 19057 13176
160823,46594 17027 8197 26010 35121 24518 38473
2668877,14852 22025 47626 15416 15945 26209 46720 32395 28839 32429 22713 9405 27845 10957 31960 28379 23296 33548 31502 23339 34648 13176 21927 43961 34243 39927
2738573,15902 48808 45113 31596
1620305,21137 43122
2463635,27521 4605 17794 10504 24852 22935 38689 23715 12980 34358 42828 25043 15995 19048 19057 30962 46584
2498275,28680 44683 21903 27156 29223 5068 43352 13176
3062100,47209 13176 11182 27104
2864705,None
178519,26629 45066 49683 45603 45104 38995 34428 28289 43662 47766 30391 24253 43713 24799 26369 25890 34128 43352 21903 11688 33716
1056484,43143 49683 31007 10296 37188 5212
2511179,43735 40723 13176
992326,38928 6184 38200 196 46149 10441
440672,196
1690000,23044 32831 26209 47766 9387 21267 29544 21903 19875 29675
2275682,35221 20119 21709 44632
47459,5645 32660 19348 17831
702820,24852
1096037,21903 24852 5785
2275686,45064 39059 15776 33833 33090
2537832,8324 42373 29195 18451 21019 40864 17316 5547 38849 34766 4957 23645 46692 7781 46313 13176 43263
291900,46979 43295 31015 35547
3131794,38400 47626 45066 39993 32915
2396422,40706 44292 47626 24852 22935 16797 43295 17706 13497
3062128,21646 9405 24125 30795 25295 13176
1489265,22031 21009 22035 17949 28204 38985 11352 13409 9839 44146 21137 47766 13471 28849 4799 41665 27845 32989 12020 5373 32018 3376 10036 3896 46906 43352 15207 13176 11182 19376 32689 43961 22474 45013 26604 23543 46584
2144627,43352 42791 13259 20940 25133 39275 38928 21137 10326 8571 16797 23423
1620342,35997 17461 38844 13629 42828 26324 21332 3044 23541
440404,None
488511,40592 2495
1489276,None
2799997,1553 35370 32828 9804 23168 40587 47766 1185 43772 30984 49416 43295 16174 325 25931 2435 37266 40338 40348 15776 34217 45492 6583 20930 21449
848298,8230 38444 30776 2120 38993 29786 43631 12013 15613 7938 38739 5470 32658 19370 41391 15285 44479 45007 49131 6137
696889,None
964995,35727 24852 22935 34969 15386 10163 14903 14780
964996,34050 47626 37131 22797 14992 4753 20114 24852 13076 16797 4137 35510 3512 27576 46522 41787 32959 10305 10749 31818 16848 44116 8277 28632 33754 36956 14045 19678 4957 18272 26209 43875 21737 22122 39275 31469 9463 42110
3324294,17795 7185 49683 47766 14233 12572 16290 17316 9387 33198 44471 44987 16830 44359 46667 42972 11619 31717 37103 11512
2651201,48004 1940 24852 27966 5077 13541 29553 9076
2668938,30336 47792 3057 11576
619586,8193 260 16261 31878 24852 790 19224 1181 16797 23341 10065 5618 1396 15100 4605
965006,15902 38456 49235 43662 9387 27845 39275 13198 16797
2800015,41809 49235 24852 3283 5785
1882513,21903 47766 26165 34243 42697 27104 21616 9076 13176 24184
2800019,21903 24852 8518 32864
1620373,47626 33352 48219 47209 47258 27336 37067 11481 40706 27966 38293 12732
702870,8859 9387 44632 17889
772505,None
965017,14084 45007 26199
2013594,39560 1700 13351 9387 24372 9166 46676
1489307,47141 14766 43263
3324316,2229 32566 24041 24561
1362330,43662 21903 47766 30489 9421 3835
2275744,40198 46990 21903 41618 22035 14233 27554 41387 1067 11314 9047 12138 19057 11512
2432752,24852 2716 17949 8758 30391 4920 9162 5973 13176
1882532,41741 2240 5077 38241
3324327,47766 11520 24852 21903 1940 21938
2406825,9358
47530,26681 27229 14536 38342
816199,37646 40723 148 33055 22825 31915 4920 46906 39877 19057 29941 13176
3410273,11777 17794 24841 44560 35383 25146 33731 32579 28745 36695 13166 19057
1358256,None
2406833,10504 22169 34969 16797 29987 43693 4920 28985 39619 42585 7021 9076 39928
3088115,23296 18439 19080 8204 6047 28199 23094 2103 29112 15801 44475 17341 23106 9411 29635 40516 17615 30043 43867 48485 42598 31981 49520 4210 33791
309684,22035 28204 17600 27845 40646 9422 24852 22825 6489 43961
1227189,31759 19767
702903,17825 37158 4656 44980 39491 43338 13802 23801 34047
965048,26458 9387 28204 27020 34160 9623 13176
2931129,47626 44570 32578
3096028,39424 44042 33301 2073 4635 6687 36393 2629 6214 9835 39041 29315 7828 40596 3732 23734 196 40136 33016 44799 276 41765 47397 18218 16185 41277 5450 1868 23909 32115 43903 14237 6046 941 32741 13287 37354 4595 4605
1012810,28199 30135 4792 45246 41290 24024 11741 48745 31467 31477 13176
990965,21903 38944 25890
3393952,28427 15424
2668995,47626 49683 28204 5693 9808 47209 21616 26790 19173 11520 5456 32096 13176 16254 35221 38313 43961 27086 1511 13819
1206191,13249 7559 34217 26706 44661
3193286,16797 33198 11827
3000737,47626 28204 44632 21083 21616 21137 47766 16566 1215 17600 22228 40706 30489 35628 4920 46906 4421 44910 41329 42356 13176 38273 46979 16797 34243 39877 46045 18926 8174
1096138,30233 47209 7308 21137 39097 23233 36550 33572 45007
1380772,38400 44855 29307 14814
1489357,15200
2013646,47119 41618 7963 48795 32691 14901 39097 22721 33754 22124 12144 33787
2013647,24964 24838 47626 24852 49175 16797 14881 42536 36011 30391 48057 36418 46676 1503 33120 25824 47209 39275 38383 48628 23029 13176
990968,21903 35221 2078 38689 47912
1227218,11352 47209 13176
1882579,24964 40852 3481 41242 14764 18234 34243 5578 8277 19677 30949 49383 48364 8174 44144 43122 15984 18037 14711
2537941,19915 33198 28060
1620438,31374 33589 18498 32852 5077 44125
965083,31651 46149 13575 6184 41787 32478
1882589,27845
2144735,21134 17579 4920 29544
178660,43209 18027
838054,16797 5883
2144742,26172 581 2120 45149 45190 43154 39635 31981 5884 23819 4377 33065 25919 5450 40348 22952 5595
1751527,21506 5646 5161 5165 44096 10305 8277 9839 40571 42110 21137 39108 24852 42265 38693 37158 16185 46906 41787 27966 5479 39275 13176 27521 432 39877 8174
2275816,15872 48679 17461 30776 46667 29801 5746 34423 12409 28289 37646 42803 1890 21872 13176 21903 31727 47601
3193322,29184 2305 44808 47242 27020 47890 24852 31506 24097 5884 18725 4006 34487 4920 27196 4671 37066 12504 14168 4955 23909 48871 8424 32115 14197 12159 47611 4605 44799
47596,1158 39303 45066 21137 6292 14870 38067 40761 329 42824 22224 17878 26209 13176 10749
1227245,31720
3193326,40706 24852 31915 30391 44359 27086 32864
1096175,27156 5194 46667 43086 14992 21137 47766 24764 27845 37067 24838 25890 36695 5479 39275 24964 21903 27554 41950 39928
834032,9290 43822 46393 34217 42450
802999,None
1420054,23554 17979 47209 18027 6347 8927 34584 5918 23543 10749
702965,47626 44048 15386 45 27196 26209 29307 34969 9387 16565 24852 35113 12606 44368 9068 35731 19348 12209 32211 7131 22006
47606,45066 24852
178680,47780 23716 13176
925439,5428 25466
3324412,16797
1882621,17316 33845 26940 46654 49478 45007
1096191,30391 37646 42342 41328 21903 38293 33198 26032 26604
2013697,35383 36929 21137 45747 30391 11520 22825 43961 18362 27086
2917085,43352
3193347,47209 34430 21137 13176 13702 19348 49111
3193349,None
1882630,47626 45066 48679 31373 11520 5450 8526 13176 17794 21903 22935 18362
309767,45066 5020 16797 48679 33198 13870 30391 27966 27845 42585 27104 47209 13176 39928
1135339,30337 5258 36651 25686 18281 3696 29950
1489418,39332 30591
2782295,35336 5645 48162 18514 44632 19057 1713 41678 27900 260 18727 14633 20890
2275853,23296 16900 44548 33548 13944 32272 41362 32403 3358 22309 2234 30910 24514 43845 10054 13129 20298 1485 10706 90 40285 46817 26338 42598 7533 48626 18296 44156 33791
2062103,47616 47626 49215 5212 20574 38544 21137 17630 24852 37158 3896 46906 5451 43352 895 19894
3062288,11073 33756 43631
2144785,11365 13575 21288 33000 12078 13176 43352
1302213,36036 40146 33000 11520 36717 1940
2013715,24964 10768 31640 27966 39877 25931 24024 18523 7010 47209 3957
1100206,None
1468065,196 7948 36534
2541999,20995 21137 46226 28476 27344 11233 26221 24826
2406942,30839 8087 18465 26309 25931 29650 31981 18418 25589 10106
2144800,32701
1221502,49683 26209 8424 42768 24852 28985 24964 16797
1096227,44359 15693 8174 19731 13176 10749
3109125,11520 21903 4210 24852 34969 40541
3062310,21903
2269853,7681 25653 21832 329 23383 11109 47209 3957
2563847,15424 15057
965164,8843 11759 16732
1882669,16262 39947 7185 12576 45747 11712 28745 44632
178735,9405 19173 31623 34234 19935
440880,26282 5194
703025,16953 5067 4731
2538034,35221 35121 44624 5077 44632 47209 13176
703027,40332 2714 8859 35383 13176
1049072,None
2406966,30391 24830 13176 27521 39877
3219209,1158 5785 12846
468591,None
2013756,16900 14875 33819 47141 45124 4210 49306 21157 3298 33515 14159 40338 47508 39834 16797 4580 35311
47677,21903 18465 20520 5456 18770 41950
3324478,23410 42719
47679,48127
2585696,40706 31635 44310 42265 47900 18465 44328 22582 22526 37687 41793 41665 27344 23634 5077 8277 4472 44910 17008 13045 13176 46969 24830
2275906,649 11281 19643 196 29646 27985 40287 21501
178755,18465 47144 28226 44632 35951 42110 6291 29363 43744 42265 1818 13083 41273 27966 20842 39275 3957 13176 12276
2275908,8803 8571
2738614,19080 47759 24852 277 23322 5923 29615 2872 10957 10070
2800198,46686 4210 39041 13959 33452 10957 27356 33013 15131 16696 14175 21886 35286
1358408,27521 22915 42244 46979 42637 21903 21137 22035 24852 34214 48171 28204 1463 43961 18362 44632 36698 46692 29926 6774
309835,1194 4781
2812339,27172 21137 30391 33000 26882 41220 34126 13176 27521 24964 22935 42445 41950 31720
3415821,3599 2350 25659
2794881,24964 37766 40706 47626 43789 37646 23695 21903 24852 6291 47766 22035 30489 48666 5550 30385 43961 27845 34126 28373 43352 1511 38383 20082 9076 31611
1231288,46650 41549 18531 20837
2995649,None
834131,21903 24852 44570
1227348,None
1777422,11520 12193 13176
2406998,27845 40541 16757
3131833,11520 46979 21903 45200 21137 22935 17948 24489 28985 27966 13176
178781,34483 196
965217,11520 47873 43394 35842 4871 24852 35121 11087 40541 47209
309859,34605
1358437,2256 10043 49518 5564
2407014,10121 47626 22935 12069 2985 5550 30391 39877 37067 8911 49235 34270 47209 40063
2838527,15872 4357 31883 32655 42768 49175 39332 48679 38312 47144 28204 30257 41787 26300 13889 46667 3661 1618 48220 26209 47209 13176
2013800,17615 36605 20910
572010,27521 24852 32689 5450 19677
2013803,49429 33331 3126 33357 22754 24561 47611
1882734,45064 42633 47626 40338 49683 7698 24852 1176 16797 43692 21938 12872 29261 22989 45283
47729,40198 24852 3990 14999 16920 46886 33351 49235 5460 2132 28647 25706
1227378,5884 19809
1132000,49235 43122 21137 24221 5876 30489 9550 39275 4462 7088 14833
577706,12545 21903 49683 24852 21267 34969 28204 19261 5212 5479
3362270,38553 19097 39844 14761 30506 41565 32099 33129 23410 3696 39032 7930 18814
834169,31766 41165 46812 24852 5450 22395 28553 12193 28593 32717 48109 41972
1620602,8518 8425 21775 20114 2295
572027,33768
572030,24852 5782 3358 19488 35746 20919 27196 3529 11361 12403
834177,None
47746,25659 44632 25705 46206 21267 36646 18234 49520 9124 44471
1668204,20995 37417 5212 19057 47792 2750 37646 42265 18205 311 13176 44926 22963 18883 39877 29127 24010 4562 28123
2931340,24964 21903 48720
834189,47402 37710 31759 25209 32923
1367685,46979 24582 8590 21137 39315 24852 403 49683 23322 6052 47144 24235 16818 21938 28985 15290 27325 43263 41290 45260 19535 23375 10070 10329 35042 2024 4713 26348 44277 40310 24184 42495
3062417,11520 26369 17794 24964 22935 14371 11945 20528 4920 46139 10558 36036 27845 8518 47209 3952 13176 46969
572050,31846
2800276,24852 25890 16797 9124 30169
1882773,5535
3324566,25146 27845 32478 38768 13176
2083268,24838 47626 24852 16797 32429 34358 13629 39877 12872 32734
2800283,24838 21641 45066 9225 49683 47766 28823 25630 29471 11679 38944 47145 18346 26412 32684 10673 21938 12980 30391 4920 36538 27966 27841 11331 35909 24184 27344 17872 26709 9817 6623 39009 45793 35045 15976 39275 13176
2013855,45954 17924 21903 15650 4006 10673 1752 22620 18019 30696 30183
47777,47630 17459 24852 34243
3324578,10369 39877 42110
1358499,35976 23322 9779 45160
2407076,39046 47766 1581 35762 2745 9663 46939
2800294,5646 21903 35547 5479
1489575,45066 21137 49683 5161 41787 27845 4421 19660 24654 44142
2538152,8859 17628
2498332,32352 9964 44815 21903 11199 27104
1620650,39863 38200 16283 16797 31422
178859,35458 34886 13866 9292 10673 5077 40028 17341
2669228,47209 8518
834223,5120 36869 1542 38944 36389 18479 23634 42585 47209 20588 9881 3740 38557 4274 13031 31478 34584 30489 48925 40233 41271 4920 39225 46906 13646 26452 13176 18829 21903 22416 2979 8103 26032 20404 38837 16848 31717
2932532,196 14715 42500 46149
3262920,24082 48679 8277 16981 9825 43654 43662 21137 11520 24841 37646 24852 42265 33572 7480 27966 23375 13176 4472 38777 46979 21903 18362 38889 24561
1489587,24852 12606 13129 23909
1358517,24852 3126 4562 43352 47611
2669239,13575 21903 15772 16797 5408 47788 12341 39108 20940 43352 39275 8048 33783 4724 13176 30591
834233,29344 46692 25095 22124 7563 24852 11925
441018,45063 46654 47209 21616 32935 8424 23801 24852 30489 28985 41787 39275 13176 17794 17795 24964 16823 45007 24024
572093,44042 43409 32403 24852 49176 32156 28829 28199 27179 10673 16953 13637 16714 6348 27344 20955 27360 17122 18019 1774 3318 46842
1620670,5258 12341
1799285,26128 5918 19875 26298
2039584,20995 34466 30776 4796 27966 8518 21982 27104 40545 46206
572099,6184 21137
178885,40706 38562 35503 19678 37220 39275 13176
1882822,27521 37646 23695 21903 24852 21137 19613 33352 15592
1711905,None
1489608,45066 21903 432 21938 4920 13249 46676 26201 8424
1620683,27104 38439 19057 21137 30391 13176 23099
2332246,None
3197389,19677
1620689,33351
178898,21903 46992 16797 38689 35628 12745 43352 26209 43643 30975
3324627,45570 47626 44570 21019 10807 6740 42585 26209 5250 20114 24852 7963 37687 17794 13733 31717 8174
1358549,45066 39180 21903 21137 19987 24852 18594 22825 11068 47042 38739 25050 42342 12395
703190,47885 38679
2669272,24852 19611 27325 27966 47209 41844 23288
2949842,42701 27960
1620699,46654 23630 9963 19057
178908,44632 47209 9839 21137 27845 24852 39216 13176 38777 20904
1354594,44961
834270,28928 41220 14218 45066 49683 24852 39190 13512 28373 47209 25072
2931423,41131
464232,45066 5194 31343 40571 21137 34969 162 27845 1234 43255 28427 24852 42265 42803 27966 31553 21903 18370 27104
309988,19348 24852 47766 23734
2669285,38444 2538 26227
95356,11520 5393 24852 16797 41658 27845 5077 22888 47209 21108
931236,6532 9225 32784 21137 27966 5077 21333 1117
2276076,33793 30274 33452 23734 14034 3313 21240 28434 41776 1352 22858 34690 49034 2980 26552 11247 7163
1227503,24852 1940 47766 28842 22831 30038 3800 26209 44142
2013936,23047 47766 31513 8859 8615 13870 22963 24759 46906 21709 9681 18523 41950 30450 13176
1620721,47626 21635 32915 2014 39408
2145010,27156 28199 48679 47209 35951 19057 21137 30391 33468 22825 34126 41806 38772 13176 17795 22935 41950
1489651,47156 7325 5876 44359 343
178932,47626 44632 46526
2931445,31720 19660 6644 22935
1096439,24615 41519 10957 7376 38371 38249
2013944,None
3324667,21903 20114 14870 49325 30011 27966 4562 34270 47986 5876
1751804,11520 27521
3415850,37997 12508 17122 33000 24852 38739 25985 28058
834302,8193 48679 44075 49215 26293 41220 42265 6948 8518 20842 13176 2002
248277,37766 13083 28204 22963 46906 17872 36735
1882881,6182 33352 37067
1293492,None
178949,47766 31717
1751814,8277 21616 27392 16154 3952 32689 27086
1471617,15462 47209 47626 33195 432 37524 34969 27966
2170668,13252 13578 12013 33198 14063 27344 10032 21630
965386,32515 940 18610 38456 43961 35140 35926 40545 18531 18288
572172,45646 25171
47887,45064 25837 24852 3896 6532 3020
441104,27966
834321,47626 7185 28441 22828 29369 3389 46787 2120 5449 33626 29020 11233 23013 20972 11629
2931475,44290 24852 16797 48205 13018
3284782,10761 18465 25133 47209 21137 34969 36011 39108 15576 30442 27966 41842 13176 17795 22935 31717 23029
944331,21137 28204 35504 28985
1362393,33754
1882904,13176
2800411,651 47788 32455 26088 11759 8571
441116,33120 116
2800413,30162
1629561,30106
1358624,None
73520,41220 34969 14233 18465 17316 2086 6182 29487 42450 8021 41950 19678 13176 24830
310050,12341 5785 26384 5450 36695 24957 21903 48034 43961
1821600,19660 21903 13176 28985
2669348,31759 32403 6184 9007 17207 41400 16953 20955 13032 6901
1096487,14852 428 12606 27845 10957
572200,9216 14852 7693 11281 15902 10912 26790 17600 31433 44245 31964 27360 4347 12068 42834 23410 18811 48527 16786 17303 49054 15780 41912 31683 5077 27104 31730
1882924,28204 5708 43100 29346 26283 20175 24852 23322 4920 47977 9076 27020 1940
2669358,22025 45066 21903 34448 47766 34214 47144 44105 38890 20082
1096495,18019 47226 40177
572214,45066 27750 4210 11422 24852 13806 4605
2782345,None
1881415,11520 24838 38164 14233 30391 4920 40568 8277 20186 13176
3274986,25 30233 21117 21137 9366 36011 6873 46820 16616 41213 30471 24841 31040 5450 13176 21903 38293 25499 24489 45007 37335
2145082,47877 5077 48988
1755615,20824 11749 6066 48498 18488 39581
2448799,4897
2258058,6046 33198
572223,907 21288 9387 37687 10326 43352 39275 19691 8048 4724 13176 28413
179008,38281 781 5134 21903 21137 24852 18465 48679 18090 22963 10804 1463 4792 48057 11193 4799 37825 42307 45007 49235 36695 44632 5353 48491 36717 35951 38256 19057 30450 8436 9839 16759 20734
1227585,8193 40332 6046 15424 4605
1227586,47626 34358 588 48205 9810 19068 38558 29373 24852 25442 37238 13176 22935 32156 2536
1585917,21137 42265 16797 29223 6184 15541 31805 20940 3798 30827 19691 40939 8048 4724 8953
179012,None
47944,28427 21137 3896 27966 29387 49111 39275 12276 38777
1143948,None
1882955,5785 16797 38944 29993 47280 22963 45364 17600 31720 13176 43772
1034722,45603 39475 20574 21137 47766 26790 18618 27845 16083 8424 24852 10605 12144 49520 21903 10132 36772 33731 12258
1751886,1553 49683 24852 34969 18465 25890 28204 21938 6069 6975 45123 4813
1751889,30489 22825 36011 28204 27966 5077 3952
3062610,48099
1096533,49174
47958,30233 18471 3142 16490 21137 9366 5785 4793 13517 35535 48857 19691 27966 41844 13176 24964 21903 1943 6552 21405 34213 39877 17872 41950 31717 31720 23029
2432825,21137 47766 36011 5876 37646 24852 28985 46906 38777 6532 43961 5077 13806
1751899,21376 47141 38318 15412 42731
1358684,14904 47441 11109 13176 21903 1463
703325,21288 17207 13176
703326,99
179040,35202 24195 30726 14233 45223 5545 8490 46253 18606 43961 39099 47803 33354 13389 11374
2407265,5785 36393
772582,21903 21269 30639 48559 27845 42828 46045 6750 24952
2276198,11777 21137 42265 22935 14126 26032 187 31970 35065 15613
1882983,1498 45948
3193704,39427 21903 20632 41375 10017 14371 13176
2145129,27845 47209 22035
2931562,9138 37067 4451 13176 36216
379367,41276 46149
1489773,11520 22400 40706 46979 23044 39812 38656 17033 45066 47626 47630 21903 14992 22035 16797 15902 2078 13733 5161 17706 6187 37417 20015 11440 32689 46903 4792 30391 27966 13380 27845 9284 40268 43086 49235 43744 8424 26604 44910 31215 21616 13176 2809 5240 40063
2669422,48628
1096559,49683 44570 26252 13462 14010 29487 43352 19345
2538357,43014 25634 22959 20785 27086 5077 45535 13176
3157146,32263 24160 41588 27845 30949 24852 38689 22825 27966 5450 42828 42342 3952 32655 45007 5077 6615 6104 41950
1096568,1 130 17419 26914 5161 25653 12476 1729 30777 21572 32455 8013 37710 32478 46562 21986 3298 15462 39657 11759 13424 116 12542
310137,3126 39527 5785
441210,5161 22802 47097
572285,5351
310144,47626 1940 24852 17197 34886 4565 47087 49520 15860 41844 23288
2407297,14366 42637 3957
2538370,17828 4942
915117,36107 48527 21267 24852 19145 43472 27985 32605 38504 39275
1751943,40992 49191 18479 44632 47209 47792 48894 25931 9124 34214 42450 11226
965512,11140 27662 49683 24852 10798 17985 27086 6873 47209 33768 39402 24184 14462
1471639,27744 43234 11109 47766 27966
1358732,13249 43352 47626 19660 21709 47766 44632 26298
2931597,45066 31504 21137 24852 26790 17461 4920 27966 47167 5959 28373 8277 2014 4451 12392 47209 39160 20345
2343909,49683 13383 12384 27845 42736 40723 24852 9515 16797 49610
3193745,1 21903 13176 8571 41596
703379,45066 22035 25146 12872 41057 14992 31394 41165 16083 33000 41220 24838 24852 25890 47912 9598 34688 38274 6532 13198 10132 12258 18926 21497 28156
1751957,18011 21137 25890 33572 13176
1956904,45066 9741 40469 27683 14381 37449 35921 1695 8184 33000 40174 47962 24427 16759 22935 10673 14778 42460
2447147,5769 19660
1339439,43014 5380 27966 46047 47209 5876 13176 39928
630090,41220 14467 45066 21137 32689 11576 27966 44359 27086 8277 26201 27104 32486 8424 18288 25852
703389,41588 29447 37646 24852 16797 42404
1489825,32655 40742 36397 30391 40268 27086 35535 36438 27744 47209 21616
2145186,21903 37141 47766 28985 8518 11619
441252,33768
641521,24852 47766 35242 4920 27845 43352 9825
179114,36865 10768 17949 49235 8277 44632 47209 21614 20082 22151 17553 21137 39097 44219 24799 29432 11520 24852 4920 3896 11068 5450 11140 3481 20899 29117 11737 31215 47610
270151,16797 13259 33000
1751980,11520 26369 20995 21903 38293 34469 21938 26165 30391 37687 30169 6873 11135
2192541,34126
3283719,11182 35042
2891592,17794 21903 40339 46886 34358 24535
703410,21009 26315 31477 15613 24852 32566 4472 42445
310196,47626 24852 43460
2800565,24852
1620918,19847 32655 40363 30639 37455 46045
1620919,12341 43352
441272,4938 20940 37710 18679
1883065,49683 25705 24184 8518
1489850,16710 4274
310203,35378 25931
441277,10768 29370
1096639,49681 48703 42606
3324864,20995 37385 23579 12919 47766 29852 43768 13083 17744 39275 49520 22935 45007 36316 31717
1752002,11777 4161 26698 6224 28384 15592 10500 33065 44359 27475 19348 9623 6046 42455 10732 41978
3193795,7552 40706 47626 24852 47766 21288 28849 13500 17872 210 44765 20574 6631
834500,32139 29594 27966 4809 40396 27086 22247 47209 39275 20082 13176 37754
2538437,35269 37710
2931657,9736 19068 14992 21137 9881 28842 36554 210 8424 24852 2855 29487 4920 23375 4451 39275 17794 35264 45007 1999 4605
1489866,17615 35199
1883084,9216 32784 25232 28835 33956 40490 18987 34862 40009 23888 6631 25065 5994 3696 29553 3060 43509
2454690,23554 20995 21009 49683 48679 38456 21560 48186 46676 18027 21616 34448 21137 47766 11440 23219 6343 24830 40706 39180 24852 37158 31526 46906 31040 34126 33120 11130 432 49075 43961 11707 18370 36316 27104
834510,11777 42507 30233 47672 12858 26209 19057 24184 21137 47766 19678 16616 40706 14127 4920 35140 44359 13646 34126 44910 13166 1398 16759 17794 6532 21903 22935 39332 43961 15290 45007 26604 48628 10749
834511,12554 48682 30266 34878 23909
1752016,12980 5845 8424 33026 10603 32655 22959 33782
95395,8710 27531 21137 35221 46627 48301 19660 9550 5077 33754 20186 47209 19820 9203 13176
3193813,42504
2669529,21903 17207
3062746,8193 33305 34358 15937 24184 20114 47766 5785 35163 22935
1023357,14126 13870 26452 16180
2673146,None
1752030,1408
292005,28289 1158 21903 9390 18609 23730 30391 49241 4321 5479 5876 13176 8442 28156
48096,43154 23909
991056,21614 13133 30551 27966
2800611,24852 11182 10749
2407396,22025 26133 13870 43122 21137 8912 19173 29447 37646 38192 39216 310 28985 4920 42828 31577 34668 36724 13176 21903 40852 28597 1463 3020 5077 25069 5114 4605
2585766,24830 8092
179175,18432 6670 28691 19488 11827 33846 19028 21616 121 35473 4778 39618 5829 11983 34519 39132 735 20197 32573 38726 42829 33614 26472 5998 13194 2974 4034 46041 13286 10737
441320,11520 21386 16797 11440 4945 41950 6631 39275 22124 13176 40571
95399,48186 21709 29118 26047 40396 26604
1620973,35221 22935 23070 9515 46681 13176
1752046,14233
2276336,49683 2770 24852 36127 15221 21903 41909
1227762,9755 38444 27196 26209 22124 14493 11422 44245 44765 25837 23296 4895 18721 27966 21333 25443 23909 42372 5535 43967 40905 5067 34303
1449811,644 8710 23569 37141 19478 18072 19612 11807 11941 13740 4288 47044 38861 39886 12118 23898 45156 228 9203
444926,24852 9405 27845 37840 48595 20574 1503 12916 23029
2145271,17313 907 20940 37710 46061 22802 16797
1227769,13702 46990 33592 19660 5212 18272 13176
2276347,14233 33198
1733802,24852 9387 45763
1306594,None
2145282,19906 43988
2669574,21137 15680 13634 22362 13032 39275
1952257,29447 48015 9623 39719 9387 27966 13176
179209,39947 24852 20119 42265 28199 28204 45747 14715
3324938,17924 21903 32403 16797 42282 17207 20940 43352 33768 4724 8571
3193868,45066 47759 14992 21137 32018 22035 24852 45106 45495 27845 43352 48857
703502,33198
2800659,11140 28934 37646 24852 43295 48679 15290 5450 1232
2669590,24852 8424
